행정동코드,자치구,행정동,adm_cd8,level_외출커뮤적은,level_이동횟수,level_배달식재료,level_독거비율,level_인프라,level_인구,delta_외출커뮤적은,delta_이동횟수,delta_배달식재료,delta_독거비율,adm_cd8_str,infra_slope,infra_delta,infra_recent,dep_2022,dep_2023,dep_2024,dep_2025,dep_slope_annual,label_slope,label_entry
1105056,광진구,중곡2동,11215750,20.505793649753997,24.15291666666667,1.3684722222222223,0.13725390525003955,586.4375,2367.6475,3.482857144936446,-9.9725,0.4175,0.00749055284342573,11215750,-0.2838235294117647,-3.0,563.0,43.5,62.8,56.3,53.5,2.35,1,0.0
1105057,광진구,중곡3동,11215760,16.413858576786563,24.222638888888888,1.1133333333333333,0.21328949624361576,440.0625,2008.6627083333333,4.622838401982426,-9.742500000000003,-0.1855555555555557,0.0032787046439966827,11215760,-4.483823529411764,-56.5,397.0,44.0,54.0,48.4,54.5,2.59,1,0.0
1105058,광진구,중곡4동,11215770,23.022906023032014,24.403055555555554,1.6004166666666666,0.13136397848932319,546.0625,3500.1902083333334,3.2036323983804103,-9.415000000000003,-0.13916666666666666,0.0006758772920823219,11215770,-0.7867647058823529,-5.25,512.0,51.5,61.9,55.4,55.5,0.55,0,0.0
1105059,광진구,능동,11215780,7.870129658200421,25.355555555555554,0.835,0.18279099833867807,309.8125,1036.6875,1.3397406835991568,-8.77666666666667,-0.5566666666666666,-0.02139934769961971,11215780,-0.11911764705882352,-1.75,300.0,,,,,,0,
1105060,광진구,구의1동,11215850,20.15433393264049,24.493055555555554,1.5772222222222223,0.19236821445378544,790.5,2350.7464583333335,1.2991099124967924,-9.490000000000002,0.0,4.974889733058707e-05,11215850,-2.85,-33.75,754.0,55.0,66.1,56.8,55.6,-0.7499999999999993,0,0.0
1105061,광진구,구의2동,11215860,15.74943214109274,26.01222222222222,1.5772222222222223,0.10912963025489181,524.3125,2741.6445833333332,-1.4171976155188144,-9.86277777777778,0.0,0.0039467428596299675,11215860,-2.666176470588235,-31.5,492.0,44.8,55.1,46.2,48.0,0.07000000000000099,0,0.0
1105062,광진구,구의3동,11215870,17.962849271501497,28.176111111111112,1.577222222222222,0.07125980924691366,674.0,3184.906875,0.3820792347747819,-10.51444444444444,-0.09277777777777763,-0.0001242094873216415,11215870,-5.464705882352941,-69.0,628.0,43.8,53.9,46.2,47.8,0.43000000000000044,0,0.0
1105063,광진구,광장동,11215810,8.537818760289985,29.97638888888889,1.577222222222222,0.044416122824362914,460.3125,3550.500625,-2.479526409468858,-11.76944444444445,0.09277777777777763,0.00010353033622091667,11215810,-2.527941176470588,-30.25,437.0,31.8,44.8,36.3,40.2,1.6700000000000006,1,0.0
1105064,광진구,자양1동,11215820,26.586144502979536,23.543194444444445,1.3452777777777778,0.15682049535139764,655.25,2610.6133333333332,-1.9067334504035216,-9.40861111111111,-0.2783333333333333,-0.0012239258821565846,11215820,-1.3323529411764705,-17.25,637.0,55.5,60.7,56.3,57.1,0.039999999999999855,0,1.0
1105065,광진구,자양2동,11215830,12.12369330464328,26.195,1.6236111111111111,0.10691574093873304,498.125,2983.3802083333335,0.006502279602326411,-10.151666666666667,0.09277777777777763,0.0011337643864368363,11215830,0.9882352941176471,12.0,519.0,41.8,54.3,42.8,50.3,1.4,1,0.0
