label,n_repeats,repeat,condition,ap,auc,p_at_n,r_precision
label_slope,20,19,GB_SMOTE,0.611123698009134,0.7609764664559185,0.8,0.5616438356164384
label_slope,20,20,GB_SMOTE,0.5688093787010682,0.7425360028099754,0.7,0.547945205479452
label_slope,20,1,GB_HPtuned,0.640494356958233,0.7734457323498419,0.95,0.5821917808219178
label_slope,20,2,GB_HPtuned,0.6292612336403498,0.7791158613076421,0.7,0.5821917808219178
label_slope,20,3,GB_HPtuned,0.6691786242127528,0.7856641075819157,0.85,0.6301369863013698
label_slope,20,4,GB_HPtuned,0.5934014579790211,0.7634351949420444,0.65,0.5821917808219178
label_slope,20,5,GB_HPtuned,0.6088304140768517,0.7620803853680564,0.6,0.5958904109589042
label_slope,20,6,GB_HPtuned,0.6258071842437287,0.7697325505544684,0.85,0.6027397260273972
label_slope,20,7,GB_HPtuned,0.6343036012016194,0.7671483767374178,0.8,0.5821917808219178
label_slope,20,8,GB_HPtuned,0.6309849926793953,0.7665964172813489,0.85,0.5616438356164384
label_slope,20,9,GB_HPtuned,0.599977849848039,0.7773596266746952,0.65,0.6301369863013698
label_slope,20,10,GB_HPtuned,0.6473459464458693,0.7781875658587988,0.75,0.6232876712328768
label_slope,20,11,GB_HPtuned,0.6107605902627194,0.7780244869285966,0.7,0.5821917808219178
label_slope,20,12,GB_HPtuned,0.6423332624502417,0.7722414571729641,0.8,0.5958904109589042
label_slope,20,13,GB_HPtuned,0.591333755047903,0.7630337698830849,0.7,0.6027397260273972
label_slope,20,14,GB_HPtuned,0.6304639894851221,0.7736715339455065,0.8,0.5684931506849316
label_slope,20,15,GB_HPtuned,0.6526991339079452,0.7865673139645742,0.9,0.6232876712328768
label_slope,20,16,GB_HPtuned,0.6641097826911049,0.7906819208189071,0.85,0.6301369863013698
label_slope,20,17,GB_HPtuned,0.588009791234509,0.7584675598374228,0.55,0.5821917808219178
label_slope,20,18,GB_HPtuned,0.5908929294801953,0.7598223694114106,0.7,0.589041095890411
label_slope,20,19,GB_HPtuned,0.5999048081015464,0.7676250689949321,0.7,0.589041095890411
label_slope,20,20,GB_HPtuned,0.5826403394697002,0.755481960961413,0.65,0.541095890410959
label_slope,20,1,Ensemble,0.6419291691322189,0.7786391690501281,0.85,0.5547945205479452
label_slope,20,2,Ensemble,0.6436892863219733,0.785513573184806,0.8,0.6095890410958904
label_slope,20,3,Ensemble,0.6809542653084061,0.7957248231220835,0.95,0.6095890410958904
label_slope,20,4,Ensemble,0.6337988005767965,0.7768829344171809,0.7,0.6164383561643836
label_slope,20,5,Ensemble,0.6513926283257571,0.7930152039741081,0.8,0.6232876712328768
label_slope,20,6,Ensemble,0.6533710537265642,0.7887249736564805,0.8,0.6095890410958904
label_slope,20,7,Ensemble,0.6587446848254218,0.7876712328767124,0.9,0.6095890410958904
label_slope,20,8,Ensemble,0.6348090725588589,0.7708364694666064,0.9,0.589041095890411
label_slope,20,9,Ensemble,0.6560069297924042,0.7858648201113954,0.85,0.589041095890411
label_slope,20,10,Ensemble,0.662638875794277,0.7884991720608158,0.9,0.6095890410958904
label_slope,20,11,Ensemble,0.6844191131419427,0.8076672186261227,0.9,0.6232876712328768
label_slope,20,12,Ensemble,0.6652533791927084,0.787269807817753,0.85,0.6027397260273972
label_slope,20,13,Ensemble,0.6353833487226122,0.7719403883787446,0.8,0.589041095890411
label_slope,20,14,Ensemble,0.6534707615704485,0.7887751517888504,0.8,0.6095890410958904
label_slope,20,15,Ensemble,0.6715034124893438,0.7978072156154348,0.75,0.6027397260273972
label_slope,20,16,Ensemble,0.6824154254076251,0.8053590245371067,0.95,0.6232876712328768
label_slope,20,17,Ensemble,0.6161148719744465,0.7748758091223846,0.6,0.6027397260273972
label_slope,20,18,Ensemble,0.6660470816916678,0.790782277083647,0.95,0.6301369863013698
label_slope,20,19,Ensemble,0.6663854437880655,0.7986602438657232,0.8,0.6438356164383562
label_slope,20,20,Ensemble,0.628595249891627,0.7799187114255608,0.7,0.5753424657534246
label_slope,20,1,LR_baseline,0.6059230170096848,0.7678759596567817,0.65,0.5958904109589042
label_slope,20,2,LR_baseline,0.5914474423824276,0.7558081188218175,0.75,0.5684931506849316
label_slope,20,3,LR_baseline,0.6200043950255105,0.7712629835917508,0.7,0.5958904109589042
label_slope,20,4,LR_baseline,0.5895712931895282,0.760700486727884,0.65,0.5958904109589042
label_slope,20,5,LR_baseline,0.5995034166465866,0.7685784535099605,0.6,0.6027397260273972
label_slope,20,6,LR_baseline,0.5990158966623069,0.7643133122585178,0.65,0.5958904109589042
label_slope,20,7,LR_baseline,0.6107105329910749,0.7661699031562045,0.7,0.589041095890411
label_slope,20,8,LR_baseline,0.589966501015971,0.7589944302273071,0.55,0.6095890410958904
label_slope,20,9,LR_baseline,0.6034195864316518,0.7621054744342415,0.7,0.5821917808219178
label_slope,20,10,LR_baseline,0.6060009371117694,0.7675748908625621,0.7,0.5958904109589042
label_slope,20,11,LR_baseline,0.626371614067465,0.7794420191680466,0.7,0.6027397260273972
label_slope,20,12,LR_baseline,0.6106800159265409,0.7663957047518692,0.7,0.6027397260273972
label_slope,20,13,LR_baseline,0.608006469914442,0.761854583772392,0.7,0.589041095890411
label_slope,20,14,LR_baseline,0.613024379167794,0.7749761653871243,0.7,0.5958904109589042
label_slope,20,15,LR_baseline,0.6086921791948414,0.7723919915700738,0.75,0.6027397260273972
label_slope,20,16,LR_baseline,0.6106049053482122,0.7733202870189171,0.75,0.6027397260273972
label_slope,20,17,LR_baseline,0.5990907867730703,0.7662702594209444,0.6,0.5821917808219178
label_slope,20,18,LR_baseline,0.611001686244415,0.770510311606202,0.7,0.6027397260273972
label_slope,20,19,LR_baseline,0.5999225411845558,0.7683526519142958,0.7,0.6164383561643836
label_slope,20,20,LR_baseline,0.607955136188704,0.7672738220683426,0.65,0.5958904109589042
